,0
442e821e6eef35cb010136ba75bbcb5c,1.4842711876014336
e7ae450a59785c3fb177a03b9be2df5a,1.1153864855548348
fe3a9cecde21f2a91a695bfec1e6ecc6,0.8491554200705685
55117b1e16f5248d245ffc56ae2a38eb,0.7312537418420767
85353063028d9766d02bb6aaf9faf3b3,0.499200402142681
6e6145891ec3580d7ac7146883f9c8bb,0.48034439914942934
733d252076aa3454df9310fcd7fb3fef,0.47910434913736794
2a3a97a4449f6a5f3dc546f6bbb7e5b0,0.4360974791238752
41fbfe01bb2f49068b041ef5dda0ca10,0.40220177985240896
cc91dda1def05351c7aa887894baf75d,0.40065411222845576
72e9bd2efb9cea1a1d0a25b0ac4a0d34,0.3910340233038306
cca2c3069d6ada3219d9a27be464f11d,0.3842681891110532
445ff750d71615e5ffdb8cdfa2c59a5c,0.37893471917216714
e21d8fea030a07f6fbfc96621b45984d,0.3724940008837232
2431e219dee73a5a56bb7ee14e67e8e9,0.3519497606756116
34e7b56c9a3d2ac33f55f905a08e3ac8,0.3233475539799906
cd26a01f8c90c0b9c3ece7fa5ba69585,0.320047311679687
0b063192b2941f16d918ee5fabfbe900,0.31600654541444007
3b634ef0f2b499c893fe517ee5611fe6,0.3048362646605475
037f71a2bb5ed87cc2fb4cc26aebb54c,0.29610610524784886
5485c66c419c3bf81b5b38c8b5e9d113,0.2838197701613769
728e2bd1711208bd6f6eaf59650385a3,0.2663682654799795
ca963629db58d4c9f7a4892714a989cb,0.2566141595856925
171c4b5790554134eb06c24630622510,0.2560677573212126
81df34eba5aac71d11edb9d77e01804d,0.25441627120814436
224090e4d016e818d6e385bc14a24264,0.24934040185196982
a5733787d826c417f7eecf4b0b942865,0.2356352619931237
4604461b8a153097576c7c2b2061533c,0.23021950077977918
c2f948d3b5b0604f68b2e05ada7f7d1d,0.2247622556270629
a38e45ccac47f1da91b54f71e63781d2,0.22424476979757918
01cd6038be37b2f260d7f2aad7676ae8,0.22421285979577654
cf356aa5ec7a6ede4603394d2cd70001,0.2134278317028587
2eb4fc85e1280eb67cea84222096a8bc,0.2120627312117682
463fc35900c30e7ba9e3f5c3177fe49c,0.20993095489091249
df82b43d4885eb9c998e3ab32494562a,0.20630862911892514
77f3b7c771f6fd6009ecb57040616474,0.20400354129369855
2e81c47fae9cdc32abef2ff21764c640,0.1878714792501943
32ffad62514a99bc1346d3663c372fe6,0.18312981823760574
3724c3a85047848fad19279cf5d286f6,0.18185098233097208
ea678365f3109e376257d11906c771cb,0.1716472876693827
bcf0fa01f71c897b1e2241cad359d5ad,0.1710811781765119
ff95dfb377a34ded9f4a797fb7cd7c74,0.16063859494254934
4a33ecad37ec39fb61d123b328a14346,0.15738488858262537
d2327915c6d74bcaeebeb213fb8f2ad9,0.15639131150498223
784510ec90635cdef0c69551327e20b8,0.15363493179425025
274d9d998ca5689dd181d9d6bd7fba6f,0.1535546074261927
3600268466b53e980fb5be884043088f,0.15120165746118425
2c426dcfc66fe703a65bf9985524269b,0.14709216263633482
e4d2f7f770ad85cf0a8d1f9cd5933ea8,0.14640857737929103
08ce7a0db5b27f041f8f6bae3f2784f6,0.14446105271497595
34a353627728280585c73f9b31ddf6ba,0.1429745457970803
5940006ac24c66ea56c3df1968b44f43,0.1423614927805571
67f0780605e349991b48438590a399a1,0.13924125714247848
6a9b8da1afce903972943c28929faa95,0.13879108427827425
bf8149b6ee54968c4042efe5e43c5516,0.13849519650554773
26d725d2c1e41f821a3c189e60faadbe,0.13551404300941883
29b9ff408c85e7c6595597e284cdf1a9,0.13531805318554863
c1df9a7d8546e7b1edc70750c8ec9bb3,0.13495511162099763
60095732b53555823e516481f22e8ca2,0.13245828513830588
16839008335b780030a82977fa4f8762,0.13233836963851994
c5c50803871b2ede6a73330f72ba0646,0.13091045569099813
74e3e1f2f2035f2d98acbae7201791c1,0.1257168068586671
b9be034ed1acc9f9fce9814b92ed62f2,0.12356952690967593
082d5d54cabf2b8c21049bb8dd2e3bd7,0.12072157543680752
0e9918fda2877fe7a60b1234d76d6ba2,0.12002135450573961
892278ebf4935f335467863a2ae93830,0.11994801414557942
8ddb232d514167e4610019bcf31b0319,0.11955214991085768
139c18e30c485cfa1ddb94b8b4f07418,0.11912829152627351
a829ad17b3dd194b0766b403dcebade7,0.11881330730152626
f5e654eafb9bf40413f401a079fb21c4,0.1172167994913124
e9dc93ca6d6debf7a653011520a7dad7,0.11537796673072127
4f4d55eae2430e276a84193db8947056,0.11393245806768884
82a2f1859bb0745e78fa27beeff224d7,0.11390150225404613
96ec3b06bf767cb0cb369f3b8c9e83ed,0.11207169131690128
d9d558defa2d4c1385c44a104d158671,0.11181745968366634
79b9b56ed6ebe776b16fc7dd45e38374,0.1114263294561638
84426661e61cc2af6b674affba90a5cb,0.11080610399666035
b56a1bec0b735d57b5af6a7fe7821c12,0.11000717456554387
e03cf6e59e823cb8f79bd9dac00cef7e,0.1070960604216962
7ba523e625dd8d720de177f3416bb3f2,0.10587389624396663
f7ce2fb1433fa9fbb08fda2ff70fe6d6,0.1045907202161139
9b299dc3ccc4dfb34979932f4677d80c,0.1037424863452882
a34ef6aeaf4308cc7473b62f742d1c7b,0.10315917118069323
d7fc7f806c02c79a651eef96df410692,0.10121052089767489
bad99be35f6e7396365a4896b72fead0,0.1005349566556084
603942df96bbd57c91b42ede29402d52,0.09948899548602079
76c6a3d7d41a8dec735d2cd8544012c3,0.09841749644381223
98262edbfd34864259f71b6b59acef6b,0.09823846610233969
1e5e7fbd684d94297c3c1a03964ae5ac,0.09809223533614858
d9a4acd52fbf26f2fa6dad4447a7870c,0.09792969487679345
f99cce1279a29cf0f25c65ee58fd5f50,0.09743352286782138
b2a5231ba6856ba0af07a9de3d35ad48,0.09686993617435015
dc5d18b895d09f8b17eaaed131180899,0.09636240397650249
