Feature ID	Taxon	Consensus
a2742c7c05e1659ca194fe8d5d5a4ad6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys	0.7
69949f289614466ba2a97eb5700f378f	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae	0.9
d0e7697ef2e1bb4a9feb0d90ea23e6ad	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified	0.8
563163859bbdb54e74a5c209d62f1a26	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__unidentified;g__unidentified;s__unidentified	0.6
cba9ebd5a195e80d6a2e0853e36390f2	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	0.9
f7fd0203ad9bf3908ffaf22d122ce597	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.9
09ee2af2f0759e34cb171c0aefc882d8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__unidentified;g__unidentified;s__unidentified	0.5555555555555556
c01c8c077ed49ef302596d2a1579b390	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae	0.9
4c85c58858a96842873abb05b01d4ee1	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.8
cf0d1abed816a3e615577c1687581671	k__Fungi;p__Ascomycota;c__Leotiomycetes	1.0
a97535c5b0d3569825ad7d9fb1384b3e	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__unidentified;g__unidentified;s__unidentified	0.6
82a4125ce894fe37ccc157e038a1bcc5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe	0.6
383db61df8d7c76d862a689f01f6a29d	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Sclerogastraceae;g__Sclerogaster;s__unidentified	1.0
65b3a41af2fdb44fa01491172039f952	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.7
62090d6f0fcfee6b36a1b99406a109b8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae	0.6
25d41c8e1d1a25465eeb0ad765727a34	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus	1.0
b77346c8d51ad4f14557fd15df64c342	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys	0.7
dec7d3b04c2a287b85ec0df5383b6c36	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__unidentified;g__unidentified;s__unidentified	0.625
bcc343ad3f71420c3beb286da1cd3453	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Galerina	0.7
c71258b7983d00606ba6795d1df7fd20	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	1.0
18da09d1fad65c4ef70fb9278669ecfd	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified;g__unidentified;s__unidentified	1.0
e4f16ed7484583055dad030c383adcab	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__unidentified;s__unidentified	0.7
53d6a9ceeda522370921f47dcd32f931	k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;f__unidentified;g__unidentified;s__unidentified	0.8
ac9d8c99a3cfdff30fa35a3ba844c943	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	0.6
65810f315414373e8f32a52d4b4a6680	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales	0.8
147a15a049b7e83daa974f21f7c4f990	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudeurotium	0.8
4ca051bea1d36453a91d38f277b8a64d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__unidentified;g__unidentified;s__unidentified	1.0
71554b96c224fc9a9ce5ee5eb19a5939	k__Fungi	1.0
2c1bd198e56978a323d8c0a8dba050b2	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kazachstania	0.8333333333333334
7df62bd6f64019d847f1e32af3899c66	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	1.0
4a9a2c6ae0fc1c3c8758bfa2eccb9605	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus;s__unidentified	0.8
461a09d8932987591f138d1ae67e9a67	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae	1.0
03753324877265bf0f130d07dedfefa9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium;s__Metarhizium_anisopliae	0.6
fff768cd09051f2e4f64d8f516219d06	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	1.0
fb9623cfa7828895addc14972f270cc6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__unidentified;g__unidentified;s__unidentified	1.0
4c4b68765ee32d35e493095bd9f0a54d	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lepiota	1.0
d490042327e3f9c8e0d8236eaa3264e9	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe	0.9
6c3d28a59e97b23031d38fb7ef731b8c	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudeurotium	0.8
8c3bdf983a9bc9e90ba1d397ca741a0d	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified	1.0
02efa2c0bc234a2bf29c2f47552f0856	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__unidentified	0.6
7c982e1e17d87b2b908eb4039e75a550	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae	1.0
a97e9812b285f0a326d21dbd581f42c2	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1.0
8870677411e5232ea065f3747f1ed126	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.75
1eae779e913598b72c6bc8b9251a88a5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales	0.6
4208dd73430a10c6c32f880cdddd7eb3	k__Fungi;p__Ascomycota	1.0
b195d9b152f0d1ce4fdd792afe500326	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus	0.6
6d5b484c28ff062c144f11ac36415866	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.9
7653c44ee9680309e27ae85906e11f0d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium	1.0
ccede4256e600ebe17af7beb8678f083	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae	0.8
a7052d890d89003376ea7d6a61362630	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae	0.6
678003ad3a4e97b2a656def3618ac32c	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae	0.8
2deaa06f4eb6a4b9ffc854f02783eab9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.8
dd1dcb7254da91c78c077e483aadc5aa	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	1.0
ac78184dd854de4cacf76c623f063965	k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS06;f__unidentified;g__unidentified;s__unidentified	1.0
e9c8fc693ca2fa2723f7f1565b48514f	k__Fungi;p__Ascomycota	0.8333333333333334
25aa67e5d47863cd9d9532bb43df4565	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Scytalidium;s__unidentified	0.6
8a51fb3816eb6a4be327d8573e1dfa0a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia	0.8
eb1801467d3a2d22355748a3f03c0f97	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria	0.7
cb897a8a9b46ff30d44af278cc10fa9d	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales	0.8
071b030be7bd8965dbaba164b6c5af55	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	0.9
e4a45e6f15d808f8533d3a723e67cbf8	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Gymnopus	0.7
45bd797534f9470cc832d0964d7ca2b0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus	1.0
ffaf5d078bbc0286a0ac54c1bf7ed2c7	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys	0.7
0709fb6cddeb4f9a0eda66bcb9a1f1bd	k__Fungi;p__Ascomycota;c__Sordariomycetes	0.75
1e4968f08547134a74533a59d4e06e4d	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	1.0
41903e50633e49bd5beebc0cee6542ef	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus	0.75
c60cb0aef8a23fca13866f6eeccf6062	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae	0.6
6e283dcf751a10e60592af1e585ed5c8	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Minutisphaerales;f__Minutisphaeraceae;g__Minutisphaera	0.6
8da51e42e5135625fe234bc00117a3f0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	1.0
a42b7eca95b3922380a7f62d55ed2cf0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__unidentified;g__unidentified;s__unidentified	0.7
dcadb50e01254b72f8291aab2e64b5ed	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae	0.7
2f5a4f5ed63c8725443b95797ec66159	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae	0.8333333333333334
76c5cd8050041c9c2878ec07724ba6a7	k__Fungi;p__Ascomycota;c__Sordariomycetes	0.7
c8c0e2938bf8784167fd0f0aecd243a8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__unidentified;g__unidentified;s__unidentified	0.9
aab83db5504ed6ad64f2f9951fd66910	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Conlarium	0.7
8083217649a6c16d3e8dfc3c15294860	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.6666666666666666
648a31c78144f68f93fcdf332c9fa86a	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales	1.0
c618249bfe9d741c22cfd023080d99e6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae	0.9
a6b1dca6412ee99c6a5ba34958a700bb	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae	0.9
9038cc2787448d46888820eeb6721a75	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Castanediella	0.6
23c6e539998916f601a9c7e32f574edb	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae	0.8
dfc1f18315c356b323c6cbf1ebfcc3c6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.6
af12f7c242d6b667798cfdf98f8b9832	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.9
0ca5bb5007fc07a986375eb470a4b81b	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales	0.7
35b3ab3fc687e168599bbc9b48ec6063	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1.0
9b18967b95b10acea38e5c5668968882	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae	0.8
666d755c428d194eb5b1fe696298bd3e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.8
b81096ca5f8cf77e3f675401ad8f4c79	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae	1.0
8d705d56a36886b1c676af25baa86e6a	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1.0
069f751bb1911f6bfac293cd851fd3bf	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	1.0
919b6d4332915cc21b295e1cbbbf589e	k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1.0
13701303699cce5dc0b804367ad611e9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.6666666666666666
2f090b00ecb5490a54c9fe56a1ee5135	k__Fungi;p__Ascomycota;c__Eurotiomycetes	1.0
f91febbe85ba822618d033a8846e1d1e	k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;f__unidentified;g__unidentified;s__unidentified	1.0
3d611079165cd1f846048fd6d90b83c0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae	0.6
7bae7fc73eb15ce140e717c781db83bd	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__unidentified	0.8
673eb994c87e3cfe34ff2c96b1c4ef0a	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__unidentified;g__unidentified;s__unidentified	0.6
ac69ee5c96e1329000b1e51c98f2e695	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae	0.6
c7ddc159bf0437d8e538207781ebaf24	k__Fungi;p__Ascomycota;c__Sordariomycetes	0.9
564ce017c83a251d6b32a3e0be1e38b6	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__unidentified	0.7
a1e80f70ee6e018387326bc4e83e572f	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor	0.9
1ef9d40c6487d73e0f0df4dce779cc45	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	0.9
e633230be2c019526dfe7955df79edc9	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__unidentified	0.6
91c6aae151278e9671bb168963af386d	k__Fungi;p__Basidiomycota;c__Spiculogloeomycetes;o__Spiculogloeales;f__unidentified;g__unidentified;s__unidentified	0.6666666666666666
d1a57a3906604777b42c037b6e127487	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys	0.7
766d7a3afb815a24d99b2fea4ce567a8	k__Fungi;p__Ascomycota	0.875
3381f9d3906d460476078008497a0231	k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__unidentified;g__unidentified;s__unidentified	1.0
49d1abd7d171714fc1087e36ce1969b5	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.8
5013337f79f108611e17569a0b35c6d8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Boliniales	0.6
b0baaae5e0a90fed316d3feb9843ef99	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae	0.6
8370d724256dbf58d938c0d96295f9f4	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.9
3404920b0896206e29a8b58b82063da6	k__Fungi;p__Basidiomycota;c__Tremellomycetes	1.0
5a7930eaf2ba39bdf236b4b638899bfe	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae	0.8
6e51e2b6ffe33e2855cb058677a33b13	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified	0.8
0175cc4159b9df2c84bad5d1375090d9	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Nannizziopsiaceae;g__Nannizziopsis	0.8
51a765bbbeabc0f49dd1cde7e94b95ae	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae	1.0
c71f0152d1c9388ae2910d3c16481a98	k__Fungi;p__Ascomycota;c__Eurotiomycetes	1.0
cdc628c49385f5381e74b8157d41b889	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Ramariopsis;s__unidentified	0.6
cd2dabf96c3c97722f7c19237744809b	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.6
d7e0b972a39b453ed3de5628b673dbe5	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae	0.8
f194cea53d221e2771d7b3ce20dc2f0d	k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.9
a154d34f6b1beb6474f5ea5fb7a69500	k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;f__unidentified;g__unidentified;s__unidentified	0.9
43c5c89fa8f8d5fe64285972faeaa2ee	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	0.9
ade72673e3a3fae3d9ee5fb1a0c3d67c	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae	1.0
e928e6f60dc7950f27b0976d21e0c2c4	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.9
c14792ddcce03e5d13414ac98e71e22b	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06;f__unidentified;g__unidentified;s__unidentified	0.7
2b63a6009b6e0c61bdea450be8af5795	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Sporothrix	0.8
ffa3d36adb416de010d4ac9969a5c03d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora	0.9
c37c550c2cd2864ea771d0d0758733a7	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae	0.6666666666666666
6b648b5814686a2a0f21d016312eacf8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora	0.9
1cc209f8b2c3f3139bdb7c3a6c4c0a34	k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__unidentified;g__unidentified;s__unidentified	1.0
1fc03f2c75fc3ad302acb93619f8ae9a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria	0.9
db312d840faf0a9c6f7a2d36aba383c8	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified	0.6
7919f9db434a6e5081c62e2b22e04053	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	1.0
7928015b7e93906585ea4d439a403aef	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__unidentified	0.7
42a1bd8291d63d82ae6316fb6c38cdd9	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae	1.0
12d327ffef65d3f989b6a4053b12f203	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Annulohypoxylon	1.0
6bf66d3348e70cbea8aeb3e78c3d217b	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae	0.8
db777473aa5d7587a143ff6a04492f0b	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae	0.7
e1c499b30df85063f0b080f7846bc7c8	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.6
fad713373e4b0cf04b3d08c4b408afd2	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06;f__unidentified;g__unidentified;s__unidentified	0.7
3fcd5743be3b17f738f14ebd72f3bf13	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae	0.9
0979c2cef23b19c94f0b3effe3cc8dac	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	0.875
e211271f4d2aeb3a14e6c3aa193b78d4	k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;f__unidentified;g__unidentified;s__unidentified	0.9
e1e5c8f8e9f29fefba247084a73c3646	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_bilaiae	0.7
7f44ee3d1b486e4065374a6abd552384	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.8
65d607ecceaee0a880d96ef63916fca3	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__unidentified	0.6666666666666666
e109282101a89b8bb8804f4745eaaa9e	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum	1.0
e9f4ad8a29646087dec992dde15a5598	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__unidentified	0.8
90b2bd1aeb241f6784f9b08ef2c3afaa	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.7142857142857143
3332752554e9681ee868b88407b7d9ba	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae	0.8
54874ae6a6aa28687d40aff07394e921	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__unidentified	0.7
07cec48ce3c6e8c6b6ddd4bfe29a6f3e	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1.0
c6596416027d70e2df1047d165289559	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae	1.0
7f46753e3e4fdf59a6d1007c1a86f718	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__unidentified;s__unidentified	0.6
ae7bb0ec8ecaedea2fd48ad53c076098	k__Fungi	1.0
b12ddcd6c447387a3f492f5283e49b4a	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	1.0
64e68660ff8d8f049b21c59503fc4492	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria	0.6
edc9328c85b2db8e2c9517abf6615335	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__unidentified	1.0
c56288ea51adf68828adbac6ab7f3339	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__unidentified	0.5714285714285714
122b1edb3ca2eec35a8c1480f61d9ab5	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae	0.9
7b3361f5f3a84e180c421a93febf6eb5	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__unidentified;g__unidentified;s__unidentified	0.6
012c6db64781b2069c1ef60063bcb6ea	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified	1.0
7fa5fc7259534e9d223aa9809ab9e686	k__Fungi;p__Ascomycota;c__Sordariomycetes	0.7
4afc233f2b8f339fb435ea8760baf0d1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	0.7
ab2a7376d8d2b49052b582df5df8ba62	k__Fungi;p__Basidiomycota;c__Dacrymycetes;o__Dacrymycetales;f__Dacrymycetaceae;g__Dacryopinax;s__Dacryopinax_martinii	1.0
b48bb6294f26be38719dfb185809eaae	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__unidentified	0.6
1a6304baae247ac845f4d2821eebc904	k__Fungi;p__Ascomycota;c__Dothideomycetes	1.0
e47305e819133d5eed6d5bacc162c34b	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.6666666666666666
33150568ccd007184b7a3928952ba478	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	0.8
534524d741ca65fd049df03abaa559b0	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__unidentified	1.0
00cc604480839fe449fe762465165773	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__unidentified	1.0
aab727c94e7de6a0981d1efd3b0beeb4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__unidentified;s__unidentified	0.8
98c54143430ac671dc0ba1ea8be6da4d	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Endogonales;f__unidentified;g__unidentified;s__unidentified	0.6666666666666666
616365486dbe47d5b8918d9f8909e3d4	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.8
1fb403a48ea49afac18ba8852bce37d9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales	0.9
c97e675915e309fa724df501d3a2691e	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.8
4e18d2076a3f314cae592824dfafc6cd	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae	0.6
116714f52317b6bffb8f88dbd2778180	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon	0.8
